DATE,OPEN,CLOSE,CHOICES,INDIC1,ACCOUNT,POSITION,MKTVALUE,NETWORTH,FLOW,COMMISSION,HIST_PRICE
2008-10-07,373.33,346.01,short,381.26800000000003,306571.9900000003,-365,-126293.65,180278.3400000003,-0,-0,419.51
2008-10-08,330.16,338.11,short,366.546,306571.9900000003,-365,-123410.15000000001,183161.84000000026,-0,-0,419.51
2008-10-09,344.52,328.98,short,354.244,306571.9900000003,-365,-120077.70000000001,186494.29000000027,-0,-0,419.51
2008-10-10,313.16,332,short,343.262,306571.9900000003,-365,-121180,185391.99000000028,-0,-0,419.51
2008-10-13,355.79,381.02,buy,345.224,306571.9900000003,-365,-139072.3,167499.6900000003,-0,-0,419.51
2008-10-14,393.53,362.71,buy,348.564,12.120000000315486,414,150161.94,150174.06000000032,-306559.87,-0,393.53
2008-10-15,354.65,339.17,short,348.776,12.120000000315486,414,140416.38,140428.50000000032,-0,-0,393.53
2008-10-16,332.76,353.02,short,353.584,275537.40000000026,-414,-146150.28,129387.12000000026,275525.27999999997,-0.00000000005820766091346741,332.76
2008-10-17,378.96,372.54,buy,361.692,275537.40000000026,-414,-154231.56,121305.84000000026,-0,-0,332.76
2008-10-20,379.75,379.32,buy,361.352,218.6500000002561,311,117968.52,118187.17000000026,-275318.75,-0,379.75
2008-10-21,372.39,362.75,buy,361.36,218.6500000002561,311,112815.25,113033.90000000026,-0,-0,379.75
2008-10-22,356.99,355.67,short,364.65999999999997,218.6500000002561,311,110613.37000000001,110832.02000000027,-0,-0,379.75
2008-10-23,353.65,352.32,short,364.52000000000004,220188.95000000024,-311,-109571.52,110617.43000000024,219970.3,-0,353.65
2008-10-24,326.47,339.29,short,357.87,220188.95000000024,-311,-105519.19,114669.76000000024,-0,-0,353.65
2008-10-27,334.81,329.49,short,347.904,220188.95000000024,-311,-102471.39,117717.56000000025,-0,-0,353.65
2008-10-28,339.05,368.75,buy,349.104,220188.95000000024,-311,-114681.25,105507.70000000024,-0,-0,353.65
2008-10-29,365.79,358,buy,349.57,349.1600000002363,290,103820,104169.16000000024,-219839.79,-0,365.79
2008-10-30,368.46,359.69,buy,351.044,349.1600000002363,290,104310.1,104659.26000000024,-0,-0,365.79
2008-10-31,356.16,359.36,buy,355.058,349.1600000002363,290,104214.40000000001,104563.56000000025,-0,-0,365.79
2008-11-03,357.58,346.49,short,358.458,349.1600000002363,290,100482.1,100831.26000000024,-0,-0,365.79
2008-11-04,353.44,366.94,buy,358.09600000000006,205344.36000000025,-290,-106412.6,98931.76000000024,204995.2,-0,353.44
2008-11-05,362.15,342.24,short,354.944,5.310000000259606,277,94800.48,94805.79000000026,-205339.05,-0,362.15
2008-11-06,339.97,331.22,short,349.25,188348.69000000026,-277,-91747.94,96600.75000000026,188343.38,-0,339.97
2008-11-07,333.12,331.14,short,343.60600000000005,188348.69000000026,-277,-91725.78,96622.91000000027,-0,-0,339.97
2008-11-10,328,318.78,short,338.06399999999996,188348.69000000026,-277,-88302.06,100046.63000000027,-0,-0,339.97
2008-11-11,308.69,311.46,short,326.968,188348.69000000026,-277,-86274.42,102074.27000000027,-0,-0,339.97
2008-11-12,302.05,291,short,316.71999999999997,188348.69000000026,-277,-80607,107741.69000000026,-0,-0,339.97
2008-11-13,291.77,312.08,short,312.89199999999994,188348.69000000026,-277,-86446.15999999999,101902.53000000028,-0,-0,339.97
2008-11-14,303.25,310.02,buy,308.668,188348.69000000026,-277,-85875.54,102473.15000000027,-0,-0,339.97
2008-11-17,303,300.12,short,304.936,185.69000000026426,344,103241.28,103426.97000000026,-188163,-0,303.0
2008-11-18,301.57,297.42,short,302.128,207665.85000000027,-344,-102312.48000000001,105353.37000000026,207480.16,-0,301.57
2008-11-19,295.39,280.18,short,299.964,207665.85000000027,-344,-96381.92,111283.93000000027,-0,-0,301.57
2008-11-20,274.89,259.56,short,289.46,207665.85000000027,-344,-89288.64,118377.21000000027,-0,-0,301.57
2008-11-21,262.51,262.43,short,279.942,207665.85000000027,-344,-90275.92,117389.93000000027,-0,-0,301.57
2008-11-24,269.26,257.44,short,271.40600000000006,207665.85000000027,-344,-88559.36,119106.49000000027,-0,-0,301.57
2008-11-25,268.68,282.05,buy,268.332,207665.85000000027,-344,-97025.2,110640.65000000027,-0,-0,301.57
2008-11-26,280.28,292.09,buy,270.714,258.6500000002852,396,115667.63999999998,115926.29000000027,-207407.19999999998,-0,280.28
2008-11-28,290.58,292.96,buy,277.394,258.6500000002852,396,116012.15999999999,116270.81000000027,-0,-0,280.28
2008-12-01,286.68,265.99,short,278.106,258.6500000002852,396,105332.04000000001,105590.6900000003,-0,-0,280.28
2008-12-02,269.73,275.11,short,281.64,213884.8100000003,-396,-108943.56000000001,104941.25000000028,213626.16,-0,269.73
2008-12-03,269.85,279.43,short,281.11600000000004,213884.8100000003,-396,-110654.28,103230.53000000029,-0,-0,269.73
2008-12-04,276.53,274.34,short,277.566,213884.8100000003,-396,-108638.63999999998,105246.1700000003,-0,-0,269.73
2008-12-05,271.02,283.99,buy,275.772,213884.8100000003,-396,-112460.04000000001,101424.77000000028,-0,-0,269.73
2008-12-08,289.99,302.11,buy,282.996,162.18000000028405,341,103019.51000000001,103181.6900000003,-213722.63,-0,289.99
2008-12-09,297.69,305.97,buy,289.168,162.18000000028405,341,104335.77,104497.95000000029,-0,-0,289.99
2008-12-10,309.24,308.82,buy,295.04599999999994,162.18000000028405,341,105307.62,105469.80000000028,-0,-0,289.99
2008-12-11,304.17,300.22,short,300.22200000000004,162.18000000028405,341,102375.02,102537.20000000029,-0,-0,289.99
2008-12-12,295.71,315.76,buy,306.576,201836.40000000026,-341,-107674.16,94162.24000000025,201674.21999999997,-0,295.71
2008-12-15,314.01,310.67,buy,308.288,241.98000000025786,301,93511.67,93753.65000000026,-201594.41999999998,-0,314.01
2008-12-16,314.52,325.28,buy,312.15,241.98000000025786,301,97909.28,98151.26000000026,-0,-0,314.01
2008-12-17,318.64,315.24,buy,313.434,241.98000000025786,301,94887.24,95129.22000000026,-0,-0,314.01
2008-12-18,316.7,310.28,short,315.446,241.98000000025786,301,93394.28,93636.26000000026,-0,-0,314.01
2008-12-19,310.99,310.17,short,314.32800000000003,187457.96000000025,-301,-93361.17,94096.79000000026,187215.98,-0.000000000029103830456733704,310.99
2008-12-22,308.56,297.11,short,311.616,187457.96000000025,-301,-89430.11,98027.85000000025,-0,-0,310.99
2008-12-23,300.43,298.02,short,306.16400000000004,187457.96000000025,-301,-89704.01999999999,97753.94000000026,-0,-0,310.99
2008-12-24,301.48,302.95,short,303.706,187457.96000000025,-301,-91187.95,96270.01000000026,-0,-0,310.99
2008-12-26,304.07,300.36,short,301.72200000000004,187457.96000000025,-301,-90408.36,97049.60000000025,-0,-0,310.99
2008-12-29,300.22,297.42,short,299.172,187457.96000000025,-301,-89523.42,97934.54000000026,-0,-0,310.99
2008-12-30,300.8,303.11,buy,300.372,187457.96000000025,-301,-91236.11,96221.85000000025,-0,-0,310.99
2008-12-31,304.2,307.65,buy,302.29800000000006,70.7600000002567,315,96909.75,96980.51000000026,-187387.19999999998,-0.000000000029103830456733704,304.2
2009-01-02,308.6,321.32,buy,305.972,70.7600000002567,315,101215.8,101286.56000000026,-0,-0,304.2
2009-01-05,321,328.05,buy,311.51,70.7600000002567,315,103335.75,103406.51000000026,-0,-0,304.2
2009-01-06,332.98,334.06,buy,318.83799999999997,70.7600000002567,315,105228.9,105299.66000000025,-0,-0,304.2
2009-01-07,328.32,322.01,short,322.618,70.7600000002567,315,101433.15,101503.91000000025,-0,-0,304.2
2009-01-08,318.28,325.19,short,326.12600000000003,200587.16000000027,-315,-102434.85,98152.31000000026,200516.4,0.000000000029103830456733704,318.28
2009-01-09,327.5,315.07,short,324.876,200587.16000000027,-315,-99247.05,101340.11000000026,-0,-0,318.28
2009-01-12,316.31,312.69,short,321.804,200587.16000000027,-315,-98497.35,102089.81000000026,-0,-0,318.28
2009-01-13,311.77,314.32,short,317.856,200587.16000000027,-315,-99010.8,101576.36000000026,-0,-0,318.28
2009-01-14,310,300.97,short,313.648,200587.16000000027,-315,-94805.55,105781.61000000026,-0,-0,318.28
2009-01-15,297.57,298.99,short,308.408,200587.16000000027,-315,-94181.85,106405.31000000026,-0,-0,318.28
2009-01-16,305.02,299.67,short,305.32800000000003,200587.16000000027,-315,-94396.05,106191.11000000026,-0,-0,318.28
2009-01-20,299.14,282.75,short,299.34000000000003,200587.16000000027,-315,-89066.25,111520.91000000027,-0,-0,318.28
2009-01-21,288.35,303.08,buy,297.092,200587.16000000027,-315,-95470.2,105116.96000000027,-0,-0,318.28
2009-01-22,298.04,306.5,buy,298.198,6.240000000252621,358,109727,109733.24000000025,-200580.92,-0,298.04
2009-01-23,309.27,324.7,buy,303.34000000000003,6.240000000252621,358,116242.59999999999,116248.84000000024,-0,-0,298.04
2009-01-26,324.85,323.87,buy,308.18,6.240000000252621,358,115945.46,115951.70000000026,-0,-0,298.04
2009-01-27,326.45,331.48,buy,317.92600000000004,6.240000000252621,358,118669.84000000001,118676.08000000026,-0,-0,298.04
2009-01-28,337.98,348.67,buy,327.04400000000004,6.240000000252621,358,124823.86,124830.10000000025,-0,-0,298.04
2009-01-29,344.54,343.32,buy,334.408,6.240000000252621,358,122908.56,122914.80000000025,-0,-0,298.04
2009-01-30,344.69,338.53,buy,337.174,6.240000000252621,358,121193.73999999999,121199.98000000024,-0,-0,298.04
2009-02-02,334.29,340.57,buy,340.514,6.240000000252621,358,121924.06,121930.30000000025,-0,-0,298.04
2009-02-03,342.57,340.45,short,342.308,6.240000000252621,358,121881.09999999999,121887.34000000024,-0,-0,298.04
2009-02-04,340.07,343,buy,341.174,243496.36000000025,-358,-122794,120702.36000000025,243490.12,-0,340.07
2009-02-05,340.91,353.72,buy,343.254,86.62000000022817,356,125924.32,126010.94000000024,-243409.74000000002,-0,340.91
2009-02-06,356.46,371.28,buy,349.804,86.62000000022817,356,132175.68,132262.30000000022,-0,-0,340.91
2009-02-09,371.28,378.77,buy,357.444,86.62000000022817,356,134842.12,134928.74000000022,-0,-0,340.91
2009-02-10,375.98,358.51,short,361.056,86.62000000022817,356,127629.56,127716.18000000023,-0,-0,340.91
2009-02-11,358.95,358.04,short,364.06399999999996,255659.02000000022,-356,-127462.24,128196.78000000022,255572.4,-0,358.95
2009-02-12,353.16,363.05,short,365.92999999999995,255659.02000000022,-356,-129245.8,126413.22000000022,-0,-0,358.95
2009-02-13,362.19,357.68,short,363.21,255659.02000000022,-356,-127334.08,128324.94000000022,-0,-0,358.95
2009-02-17,346.51,342.66,short,355.988,255659.02000000022,-356,-121986.96,133672.06000000023,-0,-0,358.95
2009-02-18,347.24,353.11,short,354.908,255659.02000000022,-356,-125707.16,129951.86000000022,-0,-0,358.95
2009-02-19,357.47,342.64,short,351.828,255659.02000000022,-356,-121979.84,133679.18000000023,-0,-0,358.95
2009-02-20,338.05,346.45,short,348.50800000000004,255659.02000000022,-356,-123336.2,132322.82000000024,-0,-0,358.95
2009-02-23,347,330.06,short,342.984,255659.02000000022,-356,-117501.36,138157.6600000002,-0,-0,358.95
2009-02-24,331.02,345.45,buy,343.54200000000003,255659.02000000022,-356,-122980.2,132678.82000000024,-0,-0,358.95
2009-02-25,342.15,341.64,buy,341.24799999999993,72.970000000234,391,133581.24,133654.21000000022,-255586.05,-0,342.15
2009-02-26,345.96,337.18,short,340.156,72.970000000234,391,131837.38,131910.35000000024,-0,-0,342.15
2009-02-27,332.95,337.99,short,338.464,260439.87000000023,-391,-132154.09,128285.78000000023,260366.9,-0,332.95
2009-03-02,333.33,327.16,short,337.884,260439.87000000023,-391,-127919.56000000001,132520.31000000023,-0,-0,332.95
2009-03-03,330.07,325.48,short,333.89,260439.87000000023,-391,-127262.68000000001,133177.19000000024,-0,-0,332.95
2009-03-04,323.16,318.92,short,329.34600000000006,260439.87000000023,-391,-124697.72,135742.15000000023,-0,-0,332.95
2009-03-05,316.48,305.64,short,323.038,260439.87000000023,-391,-119505.23999999999,140934.63000000024,-0,-0,332.95
2009-03-06,307.22,308.57,short,317.15400000000005,260439.87000000023,-391,-120650.87,139789.00000000023,-0,-0,332.95
2009-03-09,299.98,290.89,short,309.9,260439.87000000023,-391,-113737.98999999999,146701.88000000024,-0,-0,332.95
2009-03-10,298.25,308.17,buy,306.438,260439.87000000023,-391,-120494.47,139945.40000000023,-0,-0,332.95
2009-03-11,310.1,317.91,buy,306.236,265.9700000002049,448,142423.68000000002,142689.65000000023,-260173.90000000002,-0,310.1
2009-03-12,317.54,323.53,buy,309.814,265.9700000002049,448,144941.44,145207.4100000002,-0,-0,310.1
2009-03-13,326.1,324.42,buy,312.98400000000004,265.9700000002049,448,145340.16,145606.1300000002,-0,-0,310.1
2009-03-16,325.99,319.69,buy,318.744,265.9700000002049,448,143221.12,143487.0900000002,-0,-0,310.1
2009-03-17,320.18,335.34,buy,324.178,265.9700000002049,448,150232.31999999998,150498.29000000018,-0,-0,310.1
2009-03-18,334.81,333.1,buy,327.216,265.9700000002049,448,149228.80000000002,149494.77000000022,-0,-0,310.1
2009-03-19,331.68,329.94,buy,328.49800000000005,265.9700000002049,448,147813.12,148079.0900000002,-0,-0,310.1
2009-03-20,330.3,330.16,buy,329.646,265.9700000002049,448,147911.68000000002,148177.65000000023,-0,-0,310.1
2009-03-23,333.56,348.6,buy,335.42800000000005,265.9700000002049,448,156172.80000000002,156438.77000000022,-0,-0,310.1
2009-03-24,346.5,347.17,buy,337.79400000000004,265.9700000002049,448,155532.16,155798.1300000002,-0,-0,310.1
2009-03-25,350.4,344.07,buy,339.988,265.9700000002049,448,154143.36,154409.3300000002,-0,-0,310.1
2009-03-26,353.13,353.29,buy,344.658,265.9700000002049,448,158273.92,158539.89000000022,-0,-0,310.1
2009-03-27,350,347.7,short,348.166,265.9700000002049,448,155769.6,156035.5700000002,-0,-0,310.1
2009-03-30,342.55,342.69,short,346.98400000000004,307190.7700000002,-448,-153525.12,153665.6500000002,306924.8,-0,342.55
2009-03-31,348.93,348.06,buy,347.162,307190.7700000002,-448,-155930.88,151259.8900000002,-0,-0,342.55
2009-04-01,343.78,354.09,buy,349.166,195.2300000002142,445,157570.05,157765.2800000002,-306995.54,-0,343.78
2009-04-02,363.31,362.5,buy,351.008,195.2300000002142,445,161312.5,161507.7300000002,-0,-0,343.78
2009-04-03,364.5,369.78,buy,355.424,195.2300000002142,445,164552.09999999998,164747.3300000002,-0,-0,343.78
2009-04-06,367,368.24,buy,360.534,195.2300000002142,445,163866.80000000002,164062.03000000023,-0,-0,343.78
2009-04-07,362.6,358.65,short,362.65199999999993,195.2300000002142,445,159599.25,159794.4800000002,-0,-0,343.78
2009-04-08,363.5,362,short,364.23400000000004,323710.2300000002,-445,-161090,162620.2300000002,323515,-0,363.5
2009-04-09,369.5,372.5,buy,366.23400000000004,323710.2300000002,-445,-165762.5,157947.7300000002,-0,-0,363.5
2009-04-13,371.33,378.11,buy,367.9,281.8000000002212,426,161074.86000000002,161356.66000000024,-323428.43,-0,371.33
2009-04-14,376.94,368.91,buy,368.03400000000005,281.8000000002212,426,157155.66,157437.46000000022,-0,-0,371.33
2009-04-15,367.1,379.5,buy,372.20400000000006,281.8000000002212,426,161667,161948.80000000022,-0,-0,371.33
2009-04-16,381.5,388.74,buy,377.552,281.8000000002212,426,165603.24,165885.0400000002,-0,-0,371.33
2009-04-17,386.02,392.24,buy,381.5,281.8000000002212,426,167094.24,167376.0400000002,-0,-0,371.33
2009-04-20,386.15,379.3,short,381.738,281.8000000002212,426,161581.80000000002,161863.60000000024,-0,-0,371.33
2009-04-21,376.17,381.47,short,384.25,320778.64000000025,-426,-162506.22,158272.42000000025,320496.84,-0,376.17
2009-04-22,381.75,383.86,short,385.122,320778.64000000025,-426,-163524.36000000002,157254.28000000023,-0,-0,376.17
2009-04-23,387.51,384.69,buy,384.312,320778.64000000025,-426,-163877.94,156900.70000000024,-0,-0,376.17
2009-04-24,386.05,389.49,buy,383.76200000000006,357.1400000002177,404,157353.96,157711.1000000002,-320421.5,-0,386.05
2009-04-27,384.34,385.95,buy,385.092,357.1400000002177,404,155923.8,156280.9400000002,-0,-0,386.05
2009-04-28,383.75,383.71,short,385.54,357.1400000002177,404,155018.84,155375.9800000002,-0,-0,386.05
2009-04-29,385.97,391.47,buy,387.062,312220.90000000026,-404,-158153.88,154067.02000000025,311863.76,-0,385.97
2009-04-30,395.76,395.97,buy,389.31800000000004,362.02000000025146,384,152052.48,152414.50000000026,-311858.88,-0,395.76
2009-05-01,395.03,393.69,buy,390.158,362.02000000025146,384,151176.96,151538.98000000024,-0,-0,395.76
2009-05-04,398.17,401.98,buy,393.36400000000003,362.02000000025146,384,154360.32,154722.34000000026,-0,-0,395.76
2009-05-05,399.98,402.99,buy,397.22,362.02000000025146,384,154748.16,155110.18000000025,-0,-0,395.76
2009-05-06,406.79,403.47,buy,399.62,362.02000000025146,384,154932.48,155294.50000000026,-0,-0,395.76
2009-05-07,404.1,396.61,short,399.74800000000005,362.02000000025146,384,152298.24,152660.26000000024,-0,-0,395.76
2009-05-08,402.85,407.33,buy,402.476,309750.8200000003,-384,-156414.72,153336.1000000003,309388.80000000005,-0,402.85
2009-05-11,402.8,407.98,buy,403.67600000000004,400.42000000027474,384,156664.32,157064.74000000028,-309350.4,-0,402.8
2009-05-12,410.01,399.01,short,402.88,400.42000000027474,384,153219.84,153620.26000000027,-0,-0,402.8
2009-05-13,394.09,389.54,short,400.094,303455.63000000024,-385,-149972.9,153482.73000000024,303055.20999999996,-0,394.09
2009-05-14,388.8,387.5,short,398.272,303455.63000000024,-385,-149187.5,154268.13000000024,-0,-0,394.09
2009-05-15,391.1,390,short,394.806,303455.63000000024,-385,-150150,153305.63000000024,-0,-0,394.09
2009-05-18,394.73,396.84,buy,392.578,303455.63000000024,-385,-152783.4,150672.23000000024,-0,-0,394.09
2009-05-19,396.1,398.88,buy,392.55199999999996,43.03000000023167,381,151973.28,152016.31000000023,-303412.60000000003,0.00000000005820766091346741,396.1
2009-05-20,402.09,397.18,buy,394.08,43.03000000023167,381,151325.58000000002,151368.61000000025,-0,-0,396.1
2009-05-21,396.3,396.5,buy,395.88,43.03000000023167,381,151066.5,151109.53000000023,-0,-0,396.1
2009-05-22,396.66,393.5,short,396.58000000000004,43.03000000023167,381,149923.5,149966.53000000023,-0,-0,396.1
2009-05-26,391.95,404.36,buy,398.084,298708.93000000017,-381,-154061.16,144647.77000000016,298665.89999999997,-0.00000000005820766091346741,391.95
2009-05-27,405.64,405.56,buy,399.41999999999996,157.8900000001886,355,143973.8,144131.69000000018,-298551.04,-0,405.64
2009-05-28,408.68,410.4,buy,402.064,157.8900000001886,355,145692,145849.8900000002,-0,-0,405.64
2009-05-29,412.11,417.23,buy,406.21000000000004,157.8900000001886,355,148116.65,148274.54000000018,-0,-0,405.64
2009-06-01,418.73,426.56,buy,412.822,157.8900000001886,355,151428.8,151586.69000000018,-0,-0,405.64
2009-06-02,426.25,428.4,buy,417.63,157.8900000001886,355,152082,152239.8900000002,-0,-0,405.64
2009-06-03,426,431.65,buy,422.84800000000007,157.8900000001886,355,153235.75,153393.6400000002,-0,-0,405.64
2009-06-04,435.3,440.28,buy,428.82399999999996,157.8900000001886,355,156299.4,156457.29000000018,-0,-0,405.64
2009-06-05,445.07,444.32,buy,434.242,157.8900000001886,355,157733.6,157891.4900000002,-0,-0,405.64
2009-06-08,439.5,438.77,buy,436.684,157.8900000001886,355,155763.35,155921.2400000002,-0,-0,405.64
2009-06-09,438.58,435.62,short,438.128,157.8900000001886,355,154645.1,154802.9900000002,-0,-0,405.64
2009-06-10,436.23,432.6,short,438.3179999999999,309881.1900000002,-355,-153573,156308.19000000018,309723.3,-0,436.23
2009-06-11,431.77,429,short,436.062,309881.1900000002,-355,-152295,157586.19000000018,-0,-0,436.23
2009-06-12,426.86,424.84,short,432.166,309881.1900000002,-355,-150818.19999999998,159062.9900000002,-0,-0,436.23
2009-06-15,421.5,416.77,short,427.76599999999996,309881.1900000002,-355,-147953.35,161927.84000000017,-0,-0,436.23
2009-06-16,419.31,416,short,423.842,309881.1900000002,-355,-147680,162201.19000000018,-0,-0,436.23
2009-06-17,416.19,415.16,short,420.354,309881.1900000002,-355,-147381.80000000002,162499.39000000016,-0,-0,436.23
2009-06-18,415.68,414.06,short,417.366,309881.1900000002,-355,-146991.3,162889.8900000002,-0,-0,436.23
2009-06-19,418.21,420.09,buy,416.416,309881.1900000002,-355,-149131.94999999998,160749.2400000002,-0,-0,436.23
2009-06-22,416.95,407.35,short,414.532,87.34000000017113,388,158051.80000000002,158139.1400000002,-309793.85,-0,416.95
2009-06-23,406.65,405.68,short,412.46799999999996,315647.7400000001,-388,-157403.84,158243.9000000001,315560.39999999997,-0.00000000005820766091346741,406.65
2009-06-24,408.74,409.29,short,411.29400000000004,315647.7400000001,-388,-158804.52000000002,156843.2200000001,-0,-0,406.65
2009-06-25,407,415.77,buy,411.6360000000001,315647.7400000001,-388,-161318.75999999998,154328.98000000013,-0,-0,406.65
2009-06-26,413.68,425.32,buy,412.68199999999996,9.900000000110595,375,159495,159504.9000000001,-315637.84,0.00000000005820766091346741,413.68
2009-06-29,426,424.14,buy,416.03999999999996,9.900000000110595,375,159052.5,159062.4000000001,-0,-0,413.68
2009-06-30,424,421.59,buy,419.22200000000004,9.900000000110595,375,158096.25,158106.1500000001,-0,-0,413.68
2009-07-01,424.2,418.99,short,421.162,9.900000000110595,375,157121.25,157131.1500000001,-0,-0,413.68
2009-07-02,415.41,408.49,short,419.70599999999996,311567.40000000014,-375,-153183.75,158383.65000000014,311557.5,-0,415.41
2009-07-06,406.5,409.61,short,416.564,311567.40000000014,-375,-153603.75,157963.65000000014,-0,-0,415.41
2009-07-07,408.24,396.63,short,411.062,311567.40000000014,-375,-148736.25,162831.15000000014,-0,-0,415.41
2009-07-08,400,402.49,short,407.2420000000001,311567.40000000014,-375,-150933.75,160633.65000000014,-0,-0,415.41
2009-07-09,406.12,410.39,buy,405.52200000000005,311567.40000000014,-375,-153896.25,157671.15000000014,-0,-0,415.41
2009-07-10,409.58,414.4,buy,406.704,286.60000000015134,385,159544,159830.60000000015,-311280.8,-0,409.58
2009-07-13,416.17,424.3,buy,409.642,286.60000000015134,385,163355.5,163642.10000000015,-0,-0,409.58
2009-07-14,423.71,424.69,buy,415.254,286.60000000015134,385,163505.65,163792.25000000015,-0,-0,409.58
2009-07-15,429.66,438.17,buy,422.39,286.60000000015134,385,168695.45,168982.05000000016,-0,-0,409.58
2009-07-16,436.68,442.6,buy,428.83200000000005,286.60000000015134,385,170401,170687.60000000015,-0,-0,409.58
2009-07-17,433,430.25,short,432.00200000000007,286.60000000015134,385,165646.25,165932.85000000015,-0,-0,409.58
2009-07-20,429.88,430.17,short,433.17600000000004,331294.2000000001,-385,-165615.45,165678.75000000012,331007.6,-0,429.88
2009-07-21,430.94,427.9,short,433.81800000000004,331294.2000000001,-385,-164741.5,166552.70000000013,-0,-0,429.88
2009-07-22,428,427.69,short,431.72200000000004,331294.2000000001,-385,-164660.65,166633.55000000013,-0,-0,429.88
2009-07-23,428.68,437.34,buy,430.6700000000001,331294.2000000001,-385,-168375.9,162918.30000000013,-0,-0,429.88
2009-07-24,435.81,446.72,buy,433.96399999999994,78.60000000012224,375,167520,167598.60000000012,-331215.6,-0,435.81
2009-07-27,446.04,444.8,buy,436.89,78.60000000012224,375,166800,166878.60000000012,-0,-0,435.81
2009-07-28,441,439.85,buy,439.28000000000003,78.60000000012224,375,164943.75,165022.35000000012,-0,-0,435.81
2009-07-29,437.23,436.24,short,440.98999999999995,78.60000000012224,375,163590,163668.60000000012,-0,-0,435.81
2009-07-30,442.61,445.64,buy,442.65,332036.1000000001,-375,-167115,164921.1000000001,331957.5,-0,442.61
2009-07-31,449.98,443.05,buy,441.91600000000005,400.8400000000838,362,160384.1,160784.9400000001,-331635.26,-0,449.98
2009-08-03,448.74,452.21,buy,443.39799999999997,400.8400000000838,362,163700.02,164100.86000000007,-0,-0,449.98
2009-08-04,449.37,453.73,buy,446.174,400.8400000000838,362,164250.26,164651.1000000001,-0,-0,449.98
2009-08-05,456,451.14,buy,449.154,400.8400000000838,362,163312.68,163713.52000000008,-0,-0,449.98
2009-08-06,454.3,450.36,buy,450.09800000000007,400.8400000000838,362,163030.32,163431.1600000001,-0,-0,449.98
2009-08-07,455.67,457.1,buy,452.908,400.8400000000838,362,165470.2,165871.0400000001,-0,-0,449.98
2009-08-10,455.14,456.61,buy,453.788,400.8400000000838,362,165292.82,165693.6600000001,-0,-0,449.98
2009-08-11,453.67,453.94,buy,453.83000000000004,400.8400000000838,362,164326.28,164727.12000000008,-0,-0,449.98
2009-08-12,455.41,458.58,buy,455.31800000000004,400.8400000000838,362,166005.96,166406.80000000008,-0,-0,449.98
2009-08-13,462.15,462.28,buy,457.70200000000006,400.8400000000838,362,167345.36,167746.20000000007,-0,-0,449.98
2009-08-14,462.78,460,buy,458.282,400.8400000000838,362,166520,166920.84000000008,-0,-0,449.98
2009-08-17,451.5,444.89,short,455.938,400.8400000000838,362,161050.18,161451.02000000008,-0,-0,449.98
2009-08-18,445.1,445.28,short,454.20599999999996,322653.2400000001,-362,-161191.36,161461.88000000012,322252.4,-0,445.1
2009-08-19,439.99,443.97,short,451.284,322653.2400000001,-362,-160717.14,161936.1000000001,-0,-0,445.1
2009-08-20,452,460.41,buy,450.91,322653.2400000001,-362,-166668.42,155984.8200000001,-0,-0,445.1
2009-08-21,465.54,465.24,buy,451.95799999999997,34.020000000076834,331,153994.44,154028.46000000008,-322619.22000000003,-0,465.54
2009-08-24,467.35,468.73,buy,456.726,34.020000000076834,331,155149.63,155183.65000000008,-0,-0,465.54
2009-08-25,469.13,471.37,buy,461.9440000000001,34.020000000076834,331,156023.47,156057.49000000008,-0,-0,465.54
2009-08-26,472.76,468,buy,466.75,34.020000000076834,331,154908,154942.02000000008,-0,-0,465.54
2009-08-27,468.58,466.06,short,467.88,34.020000000076834,331,154265.86000000002,154299.8800000001,-0,-0,465.54
2009-08-28,469.26,464.75,short,467.782,310684.1400000001,-331,-153832.25,156851.89000000007,310650.12,-0,469.26
2009-08-31,459.79,461.67,short,466.37,310684.1400000001,-331,-152812.77000000002,157871.37000000005,-0,-0,469.26
2009-09-01,459.68,455.76,short,463.24799999999993,310684.1400000001,-331,-150856.56,159827.58000000007,-0,-0,469.26
2009-09-02,455.82,453.01,short,460.25,310684.1400000001,-331,-149946.31,160737.83000000007,-0,-0,469.26
2009-09-03,455.82,457.52,short,458.54200000000003,310684.1400000001,-331,-151439.12,159245.02000000008,-0,-0,469.26
2009-09-04,457.57,461.3,buy,457.85200000000003,310684.1400000001,-331,-152690.30000000002,157993.84000000005,-0,-0,469.26
2009-09-08,464.29,458.62,buy,457.242,74.13000000003376,338,155013.56,155087.69000000003,-310610.01,-0,464.29
2009-09-09,459.06,463.97,buy,458.884,74.13000000003376,338,156821.86000000002,156895.99000000005,-0,-0,464.29
2009-09-10,466.65,470.94,buy,462.46999999999997,74.13000000003376,338,159177.72,159251.85000000003,-0,-0,464.29
2009-09-11,470.4,472.14,buy,465.39400000000006,74.13000000003376,338,159583.32,159657.45000000004,-0,-0,464.29
2009-09-14,470.51,475.12,buy,468.158,74.13000000003376,338,160590.56,160664.69000000003,-0,-0,464.29
2009-09-15,475.08,477.54,buy,471.942,74.13000000003376,338,161408.52000000002,161482.65000000005,-0,-0,464.29
2009-09-16,479.8,488.29,buy,476.8059999999999,74.13000000003376,338,165042.02000000002,165116.15000000005,-0,-0,464.29
2009-09-17,490.57,491.72,buy,480.962,74.13000000003376,338,166201.36000000002,166275.49000000005,-0,-0,464.29
